date,group,counter
2021_01_24,Violent language,2
2021_01_25,Racial slurs,0
2021_01_25,Misogynistic language,0
2021_01_25,Homophobic and transphobic language,0
2021_01_25,Ableist language,0
2021_01_25,Fat and Skinny-shaming language,0
2021_01_25,Violent language,1
2021_01_26,Racial slurs,0
2021_01_26,Misogynistic language,0
2021_01_26,Homophobic and transphobic language,0
2021_01_26,Ableist language,0
2021_01_26,Fat and Skinny-shaming language,0
2021_01_26,Violent language,3
2021_01_29,Racial slurs,0
2021_01_29,Misogynistic language,0
2021_01_29,Homophobic and transphobic language,0
2021_01_29,Ableist language,0
2021_01_29,Fat and Skinny-shaming language,0
2021_01_29,Violent language,1
2021_01_31,Racial slurs,0
2021_01_31,Misogynistic language,0
2021_01_31,Homophobic and transphobic language,0
2021_01_31,Ableist language,0
2021_01_31,Fat and Skinny-shaming language,0
2021_01_31,Violent language,1
2021_02_01,Racial slurs,0
2021_02_01,Misogynistic language,0
2021_02_01,Homophobic and transphobic language,0
2021_02_01,Ableist language,0
2021_02_01,Fat and Skinny-shaming language,0
2021_02_01,Violent language,1
2021_02_03,Racial slurs,0
2021_02_03,Misogynistic language,0
2021_02_03,Homophobic and transphobic language,0
2021_02_03,Ableist language,0
2021_02_03,Fat and Skinny-shaming language,0
2021_02_03,Violent language,1
2021_02_04,Racial slurs,0
2021_02_04,Misogynistic language,0
2021_02_04,Homophobic and transphobic language,0
2021_02_04,Ableist language,0
2021_02_04,Fat and Skinny-shaming language,0
2021_02_04,Violent language,2
2021_02_05,Racial slurs,0
2021_02_05,Misogynistic language,0
2021_02_05,Homophobic and transphobic language,0
2021_02_05,Ableist language,0
2021_02_05,Fat and Skinny-shaming language,0
2021_02_05,Violent language,1
2021_02_06,Racial slurs,0
2021_02_06,Misogynistic language,0
2021_02_06,Homophobic and transphobic language,0
2021_02_06,Ableist language,0
2021_02_06,Fat and Skinny-shaming language,0
2021_02_06,Violent language,3
2021_02_08,Racial slurs,0
2021_02_08,Misogynistic language,0
2021_02_08,Homophobic and transphobic language,0
2021_02_08,Ableist language,0
2021_02_08,Fat and Skinny-shaming language,0
2021_02_08,Violent language,1
2021_02_09,Racial slurs,0
2021_02_09,Misogynistic language,0
2021_02_09,Homophobic and transphobic language,0
2021_02_09,Ableist language,0
2021_02_09,Fat and Skinny-shaming language,0
2021_02_09,Violent language,1
2021_02_10,Racial slurs,0
2021_02_10,Misogynistic language,0
2021_02_10,Homophobic and transphobic language,0
2021_02_10,Ableist language,0
2021_02_10,Fat and Skinny-shaming language,0
2021_02_10,Violent language,2
2021_02_17,Racial slurs,0
2021_02_17,Misogynistic language,0
2021_02_17,Homophobic and transphobic language,0
2021_02_17,Ableist language,0
2021_02_17,Fat and Skinny-shaming language,0
2021_02_17,Violent language,1
2021_02_18,Racial slurs,0
2021_02_18,Misogynistic language,0
2021_02_18,Homophobic and transphobic language,0
2021_02_18,Ableist language,0
2021_02_18,Fat and Skinny-shaming language,0
2021_02_18,Violent language,1
2021_02_19,Racial slurs,0
2021_02_19,Misogynistic language,0
2021_02_19,Homophobic and transphobic language,0
2021_02_19,Ableist language,0
2021_02_19,Fat and Skinny-shaming language,0
2021_02_19,Violent language,1
2021_02_22,Racial slurs,0
2021_02_22,Misogynistic language,0
2021_02_22,Homophobic and transphobic language,0
2021_02_22,Ableist language,0
2021_02_22,Fat and Skinny-shaming language,0
2021_02_22,Violent language,1
2021_02_24,Racial slurs,0
2021_02_24,Misogynistic language,0
2021_02_24,Homophobic and transphobic language,0
2021_02_24,Ableist language,0
2021_02_24,Fat and Skinny-shaming language,0
2021_02_24,Violent language,1
2021_02_25,Racial slurs,0
2021_02_25,Misogynistic language,0
2021_02_25,Homophobic and transphobic language,0
2021_02_25,Ableist language,0
2021_02_25,Fat and Skinny-shaming language,0
2021_02_25,Violent language,1
2021_02_26,Racial slurs,0
2021_02_26,Misogynistic language,0
2021_02_26,Homophobic and transphobic language,0
2021_02_26,Ableist language,0
2021_02_26,Fat and Skinny-shaming language,0
2021_02_26,Violent language,2
2021_02_27,Racial slurs,0
2021_02_27,Misogynistic language,0
2021_02_27,Homophobic and transphobic language,0
2021_02_27,Ableist language,0
2021_02_27,Fat and Skinny-shaming language,0
2021_02_27,Violent language,1
2021_03_01,Racial slurs,0
2021_03_01,Misogynistic language,0
2021_03_01,Homophobic and transphobic language,0
2021_03_01,Ableist language,0
2021_03_01,Fat and Skinny-shaming language,0
2021_03_01,Violent language,1
2021_03_07,Racial slurs,0
2021_03_07,Misogynistic language,0
2021_03_07,Homophobic and transphobic language,0
2021_03_07,Ableist language,0
2021_03_07,Fat and Skinny-shaming language,0
2021_03_07,Violent language,1
2021_03_08,Racial slurs,0
2021_03_08,Misogynistic language,0
2021_03_08,Homophobic and transphobic language,0
2021_03_08,Ableist language,0
2021_03_08,Fat and Skinny-shaming language,0
2021_03_08,Violent language,1
2021_03_09,Racial slurs,0
2021_03_09,Misogynistic language,0
2021_03_09,Homophobic and transphobic language,0
2021_03_09,Ableist language,0
2021_03_09,Fat and Skinny-shaming language,0
2021_03_09,Violent language,1
2021_03_15,Racial slurs,0
2021_03_15,Misogynistic language,0
2021_03_15,Homophobic and transphobic language,0
2021_03_15,Ableist language,0
2021_03_15,Fat and Skinny-shaming language,0
2021_03_15,Violent language,1
2021_03_16,Racial slurs,0
2021_03_16,Misogynistic language,0
2021_03_16,Homophobic and transphobic language,0
2021_03_16,Ableist language,0
2021_03_16,Fat and Skinny-shaming language,0
2021_03_16,Violent language,1
2021_03_17,Racial slurs,0
2021_03_17,Misogynistic language,0
2021_03_17,Homophobic and transphobic language,0
2021_03_17,Ableist language,0
2021_03_17,Fat and Skinny-shaming language,0
2021_03_17,Violent language,1
2021_03_19,Racial slurs,0
2021_03_19,Misogynistic language,0
2021_03_19,Homophobic and transphobic language,0
2021_03_19,Ableist language,0
2021_03_19,Fat and Skinny-shaming language,0
2021_03_19,Violent language,1
2021_03_20,Racial slurs,0
2021_03_20,Misogynistic language,0
2021_03_20,Homophobic and transphobic language,0
2021_03_20,Ableist language,0
2021_03_20,Fat and Skinny-shaming language,0
2021_03_20,Violent language,2
2021_03_21,Racial slurs,0
2021_03_21,Misogynistic language,0
2021_03_21,Homophobic and transphobic language,0
2021_03_21,Ableist language,0
2021_03_21,Fat and Skinny-shaming language,0
2021_03_21,Violent language,2
2021_03_23,Racial slurs,0
2021_03_23,Misogynistic language,0
2021_03_23,Homophobic and transphobic language,0
2021_03_23,Ableist language,0
2021_03_23,Fat and Skinny-shaming language,0
2021_03_23,Violent language,1
2021_03_24,Racial slurs,0
2021_03_24,Misogynistic language,0
2021_03_24,Homophobic and transphobic language,0
2021_03_24,Ableist language,0
2021_03_24,Fat and Skinny-shaming language,0
2021_03_24,Violent language,3
2021_03_25,Racial slurs,0
2021_03_25,Misogynistic language,0
2021_03_25,Homophobic and transphobic language,0
2021_03_25,Ableist language,0
2021_03_25,Fat and Skinny-shaming language,0
2021_03_25,Violent language,1
2021_03_27,Racial slurs,0
2021_03_27,Misogynistic language,0
2021_03_27,Homophobic and transphobic language,0
2021_03_27,Ableist language,0
2021_03_27,Fat and Skinny-shaming language,0
2021_03_27,Violent language,1
2021_03_28,Racial slurs,0
2021_03_28,Misogynistic language,0
2021_03_28,Homophobic and transphobic language,0
2021_03_28,Ableist language,0
2021_03_28,Fat and Skinny-shaming language,0
2021_03_28,Violent language,1
2021_04_01,Racial slurs,0
2021_04_01,Misogynistic language,0
2021_04_01,Homophobic and transphobic language,0
2021_04_01,Ableist language,0
2021_04_01,Fat and Skinny-shaming language,0
2021_04_01,Violent language,1
2021_04_02,Racial slurs,0
2021_04_02,Misogynistic language,0
2021_04_02,Homophobic and transphobic language,0
2021_04_02,Ableist language,0
2021_04_02,Fat and Skinny-shaming language,0
2021_04_02,Violent language,1
2021_04_06,Racial slurs,0
2021_04_06,Misogynistic language,0
2021_04_06,Homophobic and transphobic language,0
2021_04_06,Ableist language,0
2021_04_06,Fat and Skinny-shaming language,0
2021_04_06,Violent language,1
2021_04_07,Racial slurs,0
2021_04_07,Misogynistic language,0
2021_04_07,Homophobic and transphobic language,0
2021_04_07,Ableist language,0
2021_04_07,Fat and Skinny-shaming language,0
2021_04_07,Violent language,2
2021_04_08,Racial slurs,0
2021_04_08,Misogynistic language,0
2021_04_08,Homophobic and transphobic language,0
2021_04_08,Ableist language,0
2021_04_08,Fat and Skinny-shaming language,0
2021_04_08,Violent language,1
2021_04_09,Racial slurs,0
2021_04_09,Misogynistic language,0
2021_04_09,Homophobic and transphobic language,0
2021_04_09,Ableist language,0
2021_04_09,Fat and Skinny-shaming language,0
2021_04_09,Violent language,7
2021_04_12,Racial slurs,0
2021_04_12,Misogynistic language,0
2021_04_12,Homophobic and transphobic language,0
2021_04_12,Ableist language,0
2021_04_12,Fat and Skinny-shaming language,0
2021_04_12,Violent language,1
2021_04_14,Racial slurs,0
2021_04_14,Misogynistic language,0
2021_04_14,Homophobic and transphobic language,0
2021_04_14,Ableist language,0
2021_04_14,Fat and Skinny-shaming language,0
2021_04_14,Violent language,2
2021_04_15,Racial slurs,0
2021_04_15,Misogynistic language,0
2021_04_15,Homophobic and transphobic language,0
2021_04_15,Ableist language,0
2021_04_15,Fat and Skinny-shaming language,0
2021_04_15,Violent language,1
2021_04_18,Racial slurs,0
2021_04_18,Misogynistic language,0
2021_04_18,Homophobic and transphobic language,0
2021_04_18,Ableist language,0
2021_04_18,Fat and Skinny-shaming language,0
2021_04_18,Violent language,2
2021_04_22,Racial slurs,0
2021_04_22,Misogynistic language,0
2021_04_22,Homophobic and transphobic language,0
2021_04_22,Ableist language,0
2021_04_22,Fat and Skinny-shaming language,0
2021_04_22,Violent language,1
2021_04_27,Racial slurs,0
2021_04_27,Misogynistic language,0
2021_04_27,Homophobic and transphobic language,0
2021_04_27,Ableist language,0
2021_04_27,Fat and Skinny-shaming language,0
2021_04_27,Violent language,1
2021_04_30,Racial slurs,0
2021_04_30,Misogynistic language,0
2021_04_30,Homophobic and transphobic language,0
2021_04_30,Ableist language,0
2021_04_30,Fat and Skinny-shaming language,0
2021_04_30,Violent language,2
2021_05_01,Racial slurs,0
2021_05_01,Misogynistic language,0
2021_05_01,Homophobic and transphobic language,0
2021_05_01,Ableist language,0
2021_05_01,Fat and Skinny-shaming language,0
2021_05_01,Violent language,1
2021_05_02,Racial slurs,0
2021_05_02,Misogynistic language,0
2021_05_02,Homophobic and transphobic language,0
2021_05_02,Ableist language,0
2021_05_02,Fat and Skinny-shaming language,0
2021_05_02,Violent language,1
2021_05_06,Racial slurs,0
2021_05_06,Misogynistic language,0
2021_05_06,Homophobic and transphobic language,0
2021_05_06,Ableist language,0
2021_05_06,Fat and Skinny-shaming language,0
2021_05_06,Violent language,1
2021_05_07,Racial slurs,0
2021_05_07,Misogynistic language,0
2021_05_07,Homophobic and transphobic language,0
2021_05_07,Ableist language,0
2021_05_07,Fat and Skinny-shaming language,0
2021_05_07,Violent language,1
2021_05_08,Racial slurs,0
2021_05_08,Misogynistic language,0
2021_05_08,Homophobic and transphobic language,0
2021_05_08,Ableist language,0
2021_05_08,Fat and Skinny-shaming language,0
2021_05_08,Violent language,2
2021_05_09,Racial slurs,0
2021_05_09,Misogynistic language,0
2021_05_09,Homophobic and transphobic language,0
2021_05_09,Ableist language,0
2021_05_09,Fat and Skinny-shaming language,0
2021_05_09,Violent language,2
2021_05_10,Racial slurs,0
2021_05_10,Misogynistic language,0
2021_05_10,Homophobic and transphobic language,0
2021_05_10,Ableist language,0
2021_05_10,Fat and Skinny-shaming language,0
2021_05_10,Violent language,1
2021_05_11,Racial slurs,0
2021_05_11,Misogynistic language,0
2021_05_11,Homophobic and transphobic language,0
2021_05_11,Ableist language,0
2021_05_11,Fat and Skinny-shaming language,0
2021_05_11,Violent language,1
2021_05_13,Racial slurs,0
2021_05_13,Misogynistic language,0
2021_05_13,Homophobic and transphobic language,0
2021_05_13,Ableist language,0
2021_05_13,Fat and Skinny-shaming language,0
2021_05_13,Violent language,6
2021_05_18,Racial slurs,0
2021_05_18,Misogynistic language,0
2021_05_18,Homophobic and transphobic language,0
2021_05_18,Ableist language,0
2021_05_18,Fat and Skinny-shaming language,0
2021_05_18,Violent language,1
2021_05_19,Racial slurs,0
2021_05_19,Misogynistic language,0
2021_05_19,Homophobic and transphobic language,0
2021_05_19,Ableist language,0
2021_05_19,Fat and Skinny-shaming language,0
2021_05_19,Violent language,3
2021_05_21,Racial slurs,0
2021_05_21,Misogynistic language,0
2021_05_21,Homophobic and transphobic language,0
2021_05_21,Ableist language,0
2021_05_21,Fat and Skinny-shaming language,0
2021_05_21,Violent language,1
2021_05_25,Racial slurs,0
2021_05_25,Misogynistic language,0
2021_05_25,Homophobic and transphobic language,0
2021_05_25,Ableist language,0
2021_05_25,Fat and Skinny-shaming language,0
2021_05_25,Violent language,1
2021_05_26,Racial slurs,0
2021_05_26,Misogynistic language,0
2021_05_26,Homophobic and transphobic language,0
2021_05_26,Ableist language,0
2021_05_26,Fat and Skinny-shaming language,0
2021_05_26,Violent language,6
2021_05_30,Racial slurs,0
2021_05_30,Misogynistic language,0
2021_05_30,Homophobic and transphobic language,0
2021_05_30,Ableist language,0
2021_05_30,Fat and Skinny-shaming language,0
2021_05_30,Violent language,1
2021_06_02,Racial slurs,0
2021_06_02,Misogynistic language,0
2021_06_02,Homophobic and transphobic language,0
2021_06_02,Ableist language,0
2021_06_02,Fat and Skinny-shaming language,0
2021_06_02,Violent language,1
2021_06_04,Racial slurs,0
2021_06_04,Misogynistic language,0
2021_06_04,Homophobic and transphobic language,0
2021_06_04,Ableist language,0
2021_06_04,Fat and Skinny-shaming language,0
2021_06_04,Violent language,1
2021_06_07,Racial slurs,0
2021_06_07,Misogynistic language,0
2021_06_07,Homophobic and transphobic language,0
2021_06_07,Ableist language,0
2021_06_07,Fat and Skinny-shaming language,0
2021_06_07,Violent language,1
2021_06_13,Racial slurs,0
2021_06_13,Misogynistic language,0
2021_06_13,Homophobic and transphobic language,0
2021_06_13,Ableist language,0
2021_06_13,Fat and Skinny-shaming language,0
2021_06_13,Violent language,1
2021_06_16,Racial slurs,0
2021_06_16,Misogynistic language,0
2021_06_16,Homophobic and transphobic language,0
2021_06_16,Ableist language,0
2021_06_16,Fat and Skinny-shaming language,0
2021_06_16,Violent language,1
2021_06_22,Racial slurs,0
2021_06_22,Misogynistic language,0
2021_06_22,Homophobic and transphobic language,0
2021_06_22,Ableist language,0
2021_06_22,Fat and Skinny-shaming language,0
2021_06_22,Violent language,1
2021_06_26,Racial slurs,0
2021_06_26,Misogynistic language,0
2021_06_26,Homophobic and transphobic language,0
2021_06_26,Ableist language,0
2021_06_26,Fat and Skinny-shaming language,0
2021_06_26,Violent language,1
2021_06_27,Racial slurs,0
2021_06_27,Misogynistic language,0
2021_06_27,Homophobic and transphobic language,0
2021_06_27,Ableist language,0
2021_06_27,Fat and Skinny-shaming language,0
2021_06_27,Violent language,5
2021_06_29,Racial slurs,0
2021_06_29,Misogynistic language,0
2021_06_29,Homophobic and transphobic language,0
2021_06_29,Ableist language,0
2021_06_29,Fat and Skinny-shaming language,0
2021_06_29,Violent language,3
2021_06_30,Racial slurs,0
2021_06_30,Misogynistic language,0
2021_06_30,Homophobic and transphobic language,0
2021_06_30,Ableist language,0
2021_06_30,Fat and Skinny-shaming language,0
2021_06_30,Violent language,1
2021_07_01,Racial slurs,0
2021_07_01,Misogynistic language,0
2021_07_01,Homophobic and transphobic language,0
2021_07_01,Ableist language,0
2021_07_01,Fat and Skinny-shaming language,0
2021_07_01,Violent language,2
2021_07_04,Racial slurs,0
2021_07_04,Misogynistic language,0
2021_07_04,Homophobic and transphobic language,0
2021_07_04,Ableist language,0
2021_07_04,Fat and Skinny-shaming language,0
2021_07_04,Violent language,1
2021_07_05,Racial slurs,0
2021_07_05,Misogynistic language,0
2021_07_05,Homophobic and transphobic language,0
2021_07_05,Ableist language,0
2021_07_05,Fat and Skinny-shaming language,0
2021_07_05,Violent language,1
2021_07_06,Racial slurs,0
2021_07_06,Misogynistic language,0
2021_07_06,Homophobic and transphobic language,0
2021_07_06,Ableist language,0
2021_07_06,Fat and Skinny-shaming language,0
2021_07_06,Violent language,1
2021_07_10,Racial slurs,0
2021_07_10,Misogynistic language,0
2021_07_10,Homophobic and transphobic language,0
2021_07_10,Ableist language,0
2021_07_10,Fat and Skinny-shaming language,0
2021_07_10,Violent language,1
2021_07_18,Racial slurs,0
2021_07_18,Misogynistic language,0
2021_07_18,Homophobic and transphobic language,0
2021_07_18,Ableist language,0
2021_07_18,Fat and Skinny-shaming language,0
2021_07_18,Violent language,2
2021_07_20,Racial slurs,0
2021_07_20,Misogynistic language,0
2021_07_20,Homophobic and transphobic language,0
2021_07_20,Ableist language,0
2021_07_20,Fat and Skinny-shaming language,0
2021_07_20,Violent language,2
2021_07_22,Racial slurs,0
2021_07_22,Misogynistic language,0
2021_07_22,Homophobic and transphobic language,0
2021_07_22,Ableist language,0
2021_07_22,Fat and Skinny-shaming language,0
2021_07_22,Violent language,4
2021_07_24,Racial slurs,0
2021_07_24,Misogynistic language,0
2021_07_24,Homophobic and transphobic language,0
2021_07_24,Ableist language,0
2021_07_24,Fat and Skinny-shaming language,0
2021_07_24,Violent language,2
2021_07_27,Racial slurs,0
2021_07_27,Misogynistic language,0
2021_07_27,Homophobic and transphobic language,0
2021_07_27,Ableist language,0
2021_07_27,Fat and Skinny-shaming language,0
2021_07_27,Violent language,1
2021_07_29,Racial slurs,0
2021_07_29,Misogynistic language,0
2021_07_29,Homophobic and transphobic language,0
2021_07_29,Ableist language,0
2021_07_29,Fat and Skinny-shaming language,0
2021_07_29,Violent language,2
2021_07_30,Racial slurs,0
2021_07_30,Misogynistic language,0
2021_07_30,Homophobic and transphobic language,0
2021_07_30,Ableist language,0
2021_07_30,Fat and Skinny-shaming language,0
2021_07_30,Violent language,1
2021_08_03,Racial slurs,0
2021_08_03,Misogynistic language,0
2021_08_03,Homophobic and transphobic language,0
2021_08_03,Ableist language,0
2021_08_03,Fat and Skinny-shaming language,0
2021_08_03,Violent language,4
2021_08_04,Racial slurs,0
2021_08_04,Misogynistic language,0
2021_08_04,Homophobic and transphobic language,0
2021_08_04,Ableist language,0
2021_08_04,Fat and Skinny-shaming language,0
2021_08_04,Violent language,1
2021_08_05,Racial slurs,0
2021_08_05,Misogynistic language,0
2021_08_05,Homophobic and transphobic language,0
2021_08_05,Ableist language,0
2021_08_05,Fat and Skinny-shaming language,0
2021_08_05,Violent language,2
2021_08_08,Racial slurs,0
2021_08_08,Misogynistic language,0
2021_08_08,Homophobic and transphobic language,0
2021_08_08,Ableist language,0
2021_08_08,Fat and Skinny-shaming language,0
2021_08_08,Violent language,1
2021_08_09,Racial slurs,0
2021_08_09,Misogynistic language,0
2021_08_09,Homophobic and transphobic language,0
2021_08_09,Ableist language,0
2021_08_09,Fat and Skinny-shaming language,0
2021_08_09,Violent language,4
2021_08_10,Racial slurs,0
2021_08_10,Misogynistic language,0
2021_08_10,Homophobic and transphobic language,0
2021_08_10,Ableist language,0
2021_08_10,Fat and Skinny-shaming language,0
2021_08_10,Violent language,1
2021_08_11,Racial slurs,0
2021_08_11,Misogynistic language,0
2021_08_11,Homophobic and transphobic language,0
2021_08_11,Ableist language,0
2021_08_11,Fat and Skinny-shaming language,0
2021_08_11,Violent language,2
2021_08_12,Racial slurs,0
2021_08_12,Misogynistic language,0
2021_08_12,Homophobic and transphobic language,0
2021_08_12,Ableist language,0
2021_08_12,Fat and Skinny-shaming language,0
2021_08_12,Violent language,1
2021_08_18,Racial slurs,0
2021_08_18,Misogynistic language,0
2021_08_18,Homophobic and transphobic language,0
2021_08_18,Ableist language,0
2021_08_18,Fat and Skinny-shaming language,0
2021_08_18,Violent language,1
2021_08_26,Racial slurs,0
2021_08_26,Misogynistic language,0
2021_08_26,Homophobic and transphobic language,0
2021_08_26,Ableist language,0
2021_08_26,Fat and Skinny-shaming language,0
2021_08_26,Violent language,1
2021_08_27,Racial slurs,0
2021_08_27,Misogynistic language,0
2021_08_27,Homophobic and transphobic language,0
2021_08_27,Ableist language,0
2021_08_27,Fat and Skinny-shaming language,0
2021_08_27,Violent language,1
2021_08_29,Racial slurs,0
2021_08_29,Misogynistic language,0
2021_08_29,Homophobic and transphobic language,0
2021_08_29,Ableist language,0
2021_08_29,Fat and Skinny-shaming language,0
2021_08_29,Violent language,1
2021_08_30,Racial slurs,0
2021_08_30,Misogynistic language,0
2021_08_30,Homophobic and transphobic language,0
2021_08_30,Ableist language,0
2021_08_30,Fat and Skinny-shaming language,0
2021_08_30,Violent language,1
2021_09_01,Racial slurs,0
2021_09_01,Misogynistic language,0
2021_09_01,Homophobic and transphobic language,0
2021_09_01,Ableist language,0
2021_09_01,Fat and Skinny-shaming language,0
2021_09_01,Violent language,1
2021_09_04,Racial slurs,0
2021_09_04,Misogynistic language,0
2021_09_04,Homophobic and transphobic language,0
2021_09_04,Ableist language,0
2021_09_04,Fat and Skinny-shaming language,0
2021_09_04,Violent language,1
2021_09_08,Racial slurs,0
2021_09_08,Misogynistic language,0
2021_09_08,Homophobic and transphobic language,0
2021_09_08,Ableist language,0
2021_09_08,Fat and Skinny-shaming language,0
2021_09_08,Violent language,2
2021_09_10,Racial slurs,0
2021_09_10,Misogynistic language,0
2021_09_10,Homophobic and transphobic language,0
2021_09_10,Ableist language,0
2021_09_10,Fat and Skinny-shaming language,0
2021_09_10,Violent language,1
2021_09_17,Racial slurs,0
2021_09_17,Misogynistic language,0
2021_09_17,Homophobic and transphobic language,0
2021_09_17,Ableist language,0
2021_09_17,Fat and Skinny-shaming language,0
2021_09_17,Violent language,1
2021_09_18,Racial slurs,0
2021_09_18,Misogynistic language,0
2021_09_18,Homophobic and transphobic language,0
2021_09_18,Ableist language,0
2021_09_18,Fat and Skinny-shaming language,0
2021_09_18,Violent language,1
2021_09_19,Racial slurs,0
2021_09_19,Misogynistic language,0
2021_09_19,Homophobic and transphobic language,0
2021_09_19,Ableist language,0
2021_09_19,Fat and Skinny-shaming language,0
2021_09_19,Violent language,2
2021_09_20,Racial slurs,0
2021_09_20,Misogynistic language,0
2021_09_20,Homophobic and transphobic language,0
2021_09_20,Ableist language,0
2021_09_20,Fat and Skinny-shaming language,0
2021_09_20,Violent language,1
2021_09_21,Racial slurs,0
2021_09_21,Misogynistic language,0
2021_09_21,Homophobic and transphobic language,0
2021_09_21,Ableist language,0
2021_09_21,Fat and Skinny-shaming language,0
2021_09_21,Violent language,3
2021_09_27,Racial slurs,0
2021_09_27,Misogynistic language,0
2021_09_27,Homophobic and transphobic language,0
2021_09_27,Ableist language,0
2021_09_27,Fat and Skinny-shaming language,0
2021_09_27,Violent language,2
2021_09_28,Racial slurs,0
2021_09_28,Misogynistic language,0
2021_09_28,Homophobic and transphobic language,0
2021_09_28,Ableist language,0
2021_09_28,Fat and Skinny-shaming language,0
2021_09_28,Violent language,6
2021_10_01,Racial slurs,0
2021_10_01,Misogynistic language,0
2021_10_01,Homophobic and transphobic language,0
2021_10_01,Ableist language,0
2021_10_01,Fat and Skinny-shaming language,0
2021_10_01,Violent language,2
2021_10_03,Racial slurs,0
2021_10_03,Misogynistic language,0
2021_10_03,Homophobic and transphobic language,0
2021_10_03,Ableist language,0
2021_10_03,Fat and Skinny-shaming language,0
2021_10_03,Violent language,1
2021_10_04,Racial slurs,0
2021_10_04,Misogynistic language,0
2021_10_04,Homophobic and transphobic language,0
2021_10_04,Ableist language,0
2021_10_04,Fat and Skinny-shaming language,0
2021_10_04,Violent language,1
2021_10_06,Racial slurs,0
2021_10_06,Misogynistic language,0
2021_10_06,Homophobic and transphobic language,0
2021_10_06,Ableist language,0
2021_10_06,Fat and Skinny-shaming language,0
2021_10_06,Violent language,4
2021_10_08,Racial slurs,0
2021_10_08,Misogynistic language,0
2021_10_08,Homophobic and transphobic language,0
2021_10_08,Ableist language,0
2021_10_08,Fat and Skinny-shaming language,0
2021_10_08,Violent language,1
2021_10_12,Racial slurs,0
2021_10_12,Misogynistic language,0
2021_10_12,Homophobic and transphobic language,0
2021_10_12,Ableist language,0
2021_10_12,Fat and Skinny-shaming language,0
2021_10_12,Violent language,1
2021_10_16,Racial slurs,0
2021_10_16,Misogynistic language,0
2021_10_16,Homophobic and transphobic language,0
2021_10_16,Ableist language,0
2021_10_16,Fat and Skinny-shaming language,0
2021_10_16,Violent language,1
2021_10_17,Racial slurs,0
2021_10_17,Misogynistic language,0
2021_10_17,Homophobic and transphobic language,0
2021_10_17,Ableist language,0
2021_10_17,Fat and Skinny-shaming language,0
2021_10_17,Violent language,1
2021_10_18,Racial slurs,0
2021_10_18,Misogynistic language,0
2021_10_18,Homophobic and transphobic language,0
2021_10_18,Ableist language,0
2021_10_18,Fat and Skinny-shaming language,0
2021_10_18,Violent language,3
2021_10_20,Racial slurs,0
2021_10_20,Misogynistic language,0
2021_10_20,Homophobic and transphobic language,0
2021_10_20,Ableist language,0
2021_10_20,Fat and Skinny-shaming language,0
2021_10_20,Violent language,1
2021_10_21,Racial slurs,0
2021_10_21,Misogynistic language,0
2021_10_21,Homophobic and transphobic language,0
2021_10_21,Ableist language,0
2021_10_21,Fat and Skinny-shaming language,0
2021_10_21,Violent language,1
2021_10_22,Racial slurs,0
2021_10_22,Misogynistic language,0
2021_10_22,Homophobic and transphobic language,0
2021_10_22,Ableist language,0
2021_10_22,Fat and Skinny-shaming language,0
2021_10_22,Violent language,1
2021_10_24,Racial slurs,0
2021_10_24,Misogynistic language,0
2021_10_24,Homophobic and transphobic language,0
2021_10_24,Ableist language,0
2021_10_24,Fat and Skinny-shaming language,0
2021_10_24,Violent language,2
2021_10_26,Racial slurs,0
2021_10_26,Misogynistic language,0
2021_10_26,Homophobic and transphobic language,0
2021_10_26,Ableist language,0
2021_10_26,Fat and Skinny-shaming language,0
2021_10_26,Violent language,2
2021_10_27,Racial slurs,0
2021_10_27,Misogynistic language,0
2021_10_27,Homophobic and transphobic language,0
2021_10_27,Ableist language,0
2021_10_27,Fat and Skinny-shaming language,0
2021_10_27,Violent language,1
2021_10_29,Racial slurs,0
2021_10_29,Misogynistic language,0
2021_10_29,Homophobic and transphobic language,0
2021_10_29,Ableist language,0
2021_10_29,Fat and Skinny-shaming language,0
2021_10_29,Violent language,2
2021_11_11,Racial slurs,0
2021_11_11,Misogynistic language,0
2021_11_11,Homophobic and transphobic language,0
2021_11_11,Ableist language,0
2021_11_11,Fat and Skinny-shaming language,0
2021_11_11,Violent language,2
2021_11_18,Racial slurs,0
2021_11_18,Misogynistic language,0
2021_11_18,Homophobic and transphobic language,0
2021_11_18,Ableist language,0
2021_11_18,Fat and Skinny-shaming language,0
2021_11_18,Violent language,1
2021_11_20,Racial slurs,0
2021_11_20,Misogynistic language,0
2021_11_20,Homophobic and transphobic language,0
2021_11_20,Ableist language,0
2021_11_20,Fat and Skinny-shaming language,0
2021_11_20,Violent language,1
2021_11_21,Racial slurs,0
2021_11_21,Misogynistic language,0
2021_11_21,Homophobic and transphobic language,0
2021_11_21,Ableist language,0
2021_11_21,Fat and Skinny-shaming language,0
2021_11_21,Violent language,1
2021_11_27,Racial slurs,0
2021_11_27,Misogynistic language,0
2021_11_27,Homophobic and transphobic language,0
2021_11_27,Ableist language,0
2021_11_27,Fat and Skinny-shaming language,0
2021_11_27,Violent language,1
2021_11_28,Racial slurs,0
2021_11_28,Misogynistic language,0
2021_11_28,Homophobic and transphobic language,0
2021_11_28,Ableist language,0
2021_11_28,Fat and Skinny-shaming language,0
2021_11_28,Violent language,1
2021_11_30,Racial slurs,0
2021_11_30,Misogynistic language,0
2021_11_30,Homophobic and transphobic language,0
2021_11_30,Ableist language,0
2021_11_30,Fat and Skinny-shaming language,0
